tokens,NE,alias,notes,score
broken bolts,PI,broken bolts,,0.0010254393844443225
shd replace,SI,shd replace,,0.001077108690878091
radiator hose,I,radiator_hose,,0.0009651152857723267
blown ring,PI,blown ring,,0.0008477205134073191
oil pressure,I,oil_pressure,,0.001052266729604126
replace lube,SI,replace lube,,0.0010685831965740176
light working,SI,light working,,0.0004946047844804573
pipe boom,I,pipe_boom,,0.0010140052185143352
replace cab,SI,replace cab,,0.001237626581003977
steel line,I,steel_line,,0.0009043939230430806
hyd pipe,I,hyd_pipe,,0.0007818077658210432
seal leak,PI,seal leak,,0.00010373719244137497
bucket tip,I,bucket_tip,,0.0008516425278746977
acc damage,,acc damage,just not sure because i don't know the acronym ,0.0009172711678259402
oil cooler,I,oil_cooler,,0.0009033600620947338
grease tank,I,grease_tank,,0.0010336010540242693
header tank,I,header_tank,,0.0009125570095346512
broken lube,PI,broken lube,,0.0009901404522466362
slew gearbox,I,slew_gearbox,,0.0009522867753704649
commercial radio,I,commercial_radio,,0.000933579013393905
contamination switch,PI,contamination switch,,0.000866299194985756
hand rail,I,hand_rail,,0.0006686779645645536
hot air,I,hot_air,,0.0010543887554356377
replace adaptor,SI,replace adaptor,,0.0008661266781190139
cylinder leak,PI,cylinder leak,,0.0009675203084812897
line boom,I,line_boom,,0.0008784542263379132
repair right_hand,SI,repair right_hand,,0.0006892022874186893
blowing hot,P,blowing_hot,,0.0009713398561743484
fuel tank,I,fuel_tank,,0.0009343656119730623
boom control,I,boom_control,,0.0009079542686782812
replace filter,SI,replace filter,,0.0005606131108022713
slew box,I,slew_box,,0.0008622088727270425
hyd tank,I,hyd_tank,,0.0006896505845917427
cylinder hose,I,cylinder_hose,,0.00029295546218341444
replace lip,SI,replace lip,,0.0009045929310720596
filter housing,I,filter_housing,,0.0006966442782273003
undercarriage lube,I,undercarriage_lube,,0.0007917671248745933
access step,I,access_step,,0.0003510799413359311
repair bucket,SI,repair bucket,,0.0006506681929447872
replace boom,SI,replace boom,,0.0008981186316545514
repair leak,X,repair leak,,0.0005584102926193238
tooth adaptor,I,tooth_adaptor,,0.0007422966737812443
left engine,I,left_engine,,0.0007847032495770811
track idler,I,track_idler,,0.0008319325686355568
brake holding,,brake holding,,0.00032748571726981367
left_hand travel,I,left_hand_travel,,0.0008436229266274227
blown grease,PI,blown grease,,0.000864333981181405
motor hose,I,motor_hose,,0.0005809728248858557
window latch,I,window_latch,,0.000813920078806942
low pressure,I,low_pressure,,0.0009014116385077018
air cond,I,air_conditioner,,0.000876311150419663
horn working,SI,horn working,,0.0004869783644033287
track adjuster,I,track_adjuster,,0.0008781889404396564
pto box,I,pto_box,,0.00041558003672094185
cab door,I,cab_door,,0.0008792662277541716
right_hand pump,I,right_hand_pump,,0.0008844853484379904
fit new,S,fit,,0.0009313772448775416
hose bucket,I,hose_bucket,,0.0007238717524894196
pressure switch,I,pressure_switch,,0.0007673985409740122
repair engine,SI,repair engine,,0.0005680544655363173
left_hand stick,PI,left_hand stick,,0.0008119521863284235
broken tooth,PI,broken tooth,,0.0005210646185361082
replace turbo,SI,replace turbo,,0.0006024377342160318
replace fan,SI,replace fan,,0.0007746575976268619
low oil,PI,low oil,,0.0008420846521713617
hose boom,I,hose_boom,,0.0006716516916369287
hand engine,I,hand_engine,,0.0007582539205711582
starter motor,I,starter_motor,,0.0008260611580878731
replace track,SI,replace track,,0.0008142698580041794
grease block,PI,grease block,,0.00036653364155152257
case drain,I,case_drain,,0.0007226468324253312
fitting leak,PI,fitting leak,,0.0005892835379138005
leak grease,PI,leak grease,,0.000312064435872205
leak oil,PI,leak oil,,0.00021409575089667888
replace lost,X,replace lost,,0.0007657845745271013
engine temp,I,engine_temperature,,0.0006540423097908742
electrical fault,PI,electrical fault,,0.00028635624244921715
stauff clamp,,stauff clamp,idk bc i dont know what stauff is,0.0004103660249602166
alarm coming,X,alarm coming,,0.0007111743329972312
hyd line,I,hyd_line,,0.0005729868319182581
leak hyd,PI,leak hyd,,0.00025788727856073496
hose blown,PI,hose blown,,0.0007479197693310944
leak hose,PI,leak hose,,0.0007828710197201992
wing shroud,I,wing_shroud,,0.000711178345937117
replace commercial,SI,replace commercial,,0.0007689353500435997
grease hose,I,grease_hose,,0.0005206905333835822
leak text,PI,leak text,,0.00017719534327194925
replace tip,SI,replace tip,,0.0007078509782430291
door handle,I,door_handle,,0.0005517489636362936
bucket grease,I,bucket_grease,,0.0007264154040717077
boom stick,PI,boom stick,,0.0007400268113241488
right_hand left_hand,I,right_hand_left_hand,,6.381504570327721e-05
camera working,SI,camera working,,0.0003926404086919895
working shd,SI,working shd,,0.000715419618128458
left_hand boom,I,left_hand_boom,,0.0007115931431160619
bay light,I,bay_light,,0.0001405867143135742
right_hand stick,PI,right_hand stick,,0.000719424157461646
bucket crowd,I,bucket_crowd,,0.0007307304480563322
accident damage,X,accident damage,,0.0006608660776400195
drain hose,I,drain_hose,,0.0006201917850680367
right slew,I,right_slew,,0.0006913666399413015
repair damage,X,repair damage,,0.00035463209476032867
leak pump,PI,leak pump,,0.000711548575300202
slew pump,I,slew_pump,,0.0006928664567714212
blocking valve,PI,blocking valve,,0.00044110513065252196
contamination light,PI,contamination light,,0.0006750177623824069
replace stick,X,replace stick,,0.0006772831376580398
pressure fault,PI,pressure fault,,0.0007279313028411473
line broken,PI,line broken,,0.0003762904060634585
tooth missing,PI,tooth missing,,0.0006873413641365457
bucket clamp,I,bucket_clamp,,0.0006746159415953562
changeout slew,SI,changeout slew,,0.0004042540402835982
joystick stick,PI,joystick stick,,0.0006666709870216638
murphy gauge,I,murphy_gauge,,0.0004187120804910967
cracked boom,PI,cracked boom,,7.826583774516462e-05
door latch,I,door_latch,,0.00045121583208739376
motor guard,I,motor_guard,,0.00027107984296878654
cracked bucket,PI,cracked bucket,,7.68187185143489e-05
control lever,I,control_lever,,0.0006527119475343803
leak hp,PI,leak high_pressure,,0.0002714128599695519
repair air,SI,repair air,,0.000556841893317983
pump pto,I,pump_pto,,0.0006753857905791347
lube failure,PI,lube failure,,0.0006221153887886893
water tank,I,water_tank,,0.0006831028881635429
pump box,I,pump_box,,0.0006833802366437811
chip indicator,PI,chip indicator,,0.0006733061840385548
pipe leak,PI,pipe leak,,0.000655317541017812
boom hose,I,boom_hose,,0.0005138483674344528
replace radiator,SI,replace radiator,,0.0005386430356497335
crowd cylinder,I,crowd cylinder,,0.0005191977199236488
slew filter,I,slew_filter,,0.0005833490944103906
blown oring,PI,blown oring,,0.00035158459221537364
recharge suppression,SI,recharge suppression,,0.0004446478455034873
slew blocking,PI,slew blocking,,0.0005947377287582273
replace outer,SI,replace outer,,0.0006328162673327173
return hose,I,return_hose,,0.000609004441851394
pin coming,,pin coming,,0.0006369948916216091
replace way,SI,replace way,,0.0005802993078769655
right_hand right_hand,I,right_hand_right_hand,,5.6298853372432556e-05
right_hand bucket,I,right_hand_bucket,,0.000530391359973937
start engine,SI,start engine,,0.0001998890337044576
replace exhaust,SI,replace exhaust,,0.0006247340604097233
warning light,PI,warning light,,0.0005535558234857121
working light,I,working_light,,0.0006928051006139841
left_hand bucket,I,left_hand_bucket,,0.0006217065355855283
steel pipe,I,steel_pipe,,0.0006272508307221523
exhaust manifold,I,exhaust_manifold,,0.0006677504766973692
left_hand pto,I,left_hand_pto,,0.0006186580224899883
propel brake,I,propel brake,,0.00044295718864979404
load roller,I,load roller,,0.0005638332035429374
contamination alarm,X,contamination alarm,,0.0006415583942402794
travel brake,I,travel_brake,,0.0006338468742171763
pressuriser motor,I,pressuriser_motor,,0.0003067188226045906
changeout air,SI,changeout air,,0.00028342682734364214
line shd,I,line_shd,,0.0006029141252732607
repair light,SI,repair light,,0.000631070879008557
propel hose,I,propel hose,,0.00038432218330303577
replace hp,SI,replace high_pressure,,0.000608509052221966
replace light,SI,replace light,,0.00026440488266047307
leak stick,X,leak stick,,0.0004618792955211491
engine repair,SI,engine repair,,0.0005856749816990724
temp gauge,I,temperature_gauge,,0.0003513033491584456
brake changeout,SI,,,0.0005053116599263442
pressure low,,,,0.0006602499434762766
air compressor,I,air_compressor,,0.0004817764947774864
tooth broken,PI,tooth broken,,0.0003966364798973704
getting cold,,,,0.0005907863074885237
engine run,,,,0.00019953388346387487
outer air,I,outer_air,,0.000584663974331823
leak steel,PI,leak steel,,0.0002238251942301268
repair boom,SI,repair boom,,0.0004687425990118152
engine starter,I,engine_starter,,0.00040526717966958537
lube pressure,I,lube_pressure,,0.0005931216087174153
service leg,,,,0.000634052160440416
gauge working,,,,0.0004529759841213168
hyd tune,SI,hyd tune,,0.00018423218001734532
fuel leak,PI,fuel leak,,0.0006164460449880284
cooling fan,,,,0.0005717509523232491
bolts broken,PI,bolts broken,,0.00048458926917630647
replace oil,SI,replace oil,,0.0005722696294745796
changeout engine,SI,changeout engine,,0.0005615878003816481
left slew,I,left_slew,,0.0005538521746295667
left_hand joystick,I,left_hand_joystick,,0.0004979017440195326
grease fitting,I,grease_fitting,,0.0005839516468766321
fuel gauge,I,fuel_gauge,,0.0005723969504658156
engine radiator,I,engine_radiator,,0.00030935810481811683
filter head,I,filter_head,,0.0002955155445360214
clamp pipe,I,clamp_pipe,,9.693755237320247e-05
air_conditioning working,,,,0.0005442052025025387
flat battery,,,,0.0005446152566688316
replace horn,SI,replace horn,,0.0004421803706076548
replace damage,X,replace damage,,0.0005452676059046526
repair way,,,,0.0005573843182083676
roller cw,I,roller_cw,,0.0005020285428770674
pin retainer,I,pin_retainer,,0.00024450545632965316
leak radiator,PI,leak radiator,,0.00027559489467256275
pirtek shd,I,pirtek_shd,,0.0005408646241058405
boom hyd,I,boom_hyd,,0.00035509144846960784
blown slew,PI,blown slew,,0.0005470610450957446
drive oil,I,drive_oil,,0.0003371298744792642
filter leak,PI,filter leak,,0.000527583806400412
replace window,SI,replace window,,0.0005348171912874581
servo hose,I,servo_hose,,0.0005009540863180747
repair water,SI,repair water,,0.0004679169720035161
require jump,X,require jump,,0.0005577587978734936
suppression alarm,PI,suppression alarm,,0.00023399552638083505
vacuum cleaners,SI,vacuum cleaners,,0.00040221356171255376
cab mount,I,cab_mount,,0.00034772822085033303
bucket cracked,PI,bucket cracked,,0.00018011289064937246
adaptor tooth,I,adaptor_tooth,,0.00038576655838256106
stick bucket,PI,stick bucket,,0.0005625939908036717
changeout track,SI,changeout track,,9.594848364154616e-05
vertical step,I,vertical_step,,0.0005189383223021505
radiator cap,I,radiator_cap,,0.0003944295639580464
oil burn,PI,oil burn,,0.000627136572279496
low power,,,,0.0005298963666460694
brake hour,I,brake_hour,,0.0004074081547510229
bucket lube,I,bucket_lube,,0.0005243384543868246
changeout main,,,,0.0001394584904919738
need replace,X,need replace,,0.0005094462627954385
pre lube,,,,0.0005568517669173785
ring bucket,I,ring_bucket,,0.000516587588242207
rock breaker,I,rock_breaker,,0.000512068445338145
pump chip,PI,pump chip,,0.0004966105589412587
tooth bucket,I,tooth_bucket,,0.0003977386593178098
replace fuel,SI,replace fuel,,0.0005445756156326144
clamp cylinder,I,clamp_cylinder,,6.270477650873574e-05
temp sensor,,,,0.000397123230286244
repair replace,X,repair replace,,0.0005174679521620384
shd hose,I,shd_hose,,0.0005064445473489268
crowd hose,I,crowd_hose,,0.0005113601391301098
repair camera,SI,repair camera,,0.00023793832519317798
replace door,SI,replace door,,0.0004315975512865355
repair door,SI,repair door,,0.00034102072065985117
cooling pump,,,,0.000433480427351455
replace fault,X,replace fault,,0.0005614873392419779
reseal boom,SI,reseal boom,,0.0005065509651210666
replace rear,SI,replace rear,,0.0005071410168870272
lube hose,I,lube_hose,,0.0003813561312542712
clamp broken,PI,clamp broken,,0.0004006566269317084
lube fitting,I,lube_fitting,,0.00023148425239752482
lost bucket,PI,lost bucket,,0.0005348160013532273
cooler hose,I,cooler_hose,,0.0004890767581207057
engine coolant,I,engine_coolant,,0.00020970285466971985
changeout lube,SI,changeout lube,,0.0004460276521552157
bucket shd,I,bucket_shd,,0.0004669258096268552
oil reserve,I,oil_reserve,,0.00042280979920434177
exhaust clamp,I,exhaust_clamp,,0.00033177273287443137
filter engine,I,filter_engine,,0.00014477409450745882
replace main,,,,0.00048230814978092863
travel hose,I,travel_hose,,0.00039011730956041104
hand free,,hand free,,0.00047190173753137413
coolant hose,I,coolant_hose,,0.00046421005010452687
rf repair,SI,rf repair,,0.0003708315139111669
shroud missing,PI,shroud missing,,0.000423094224296866
hyd temp,,,,0.0002209751496948136
fit bucket,,,,0.00046813312228069406
seat assy,,,,0.0004643469146363133
leak track,PI,leak track,,0.0004170902589284432
scv labor,I,scv_labor,,0.0004640360299130328
cab pressuriser,I,cab_pressuriser,,0.00040348176727320647
water pump,I,water_pump,,0.00048560690265119416
repair hand,SI,repair hand,,0.0003460322924120163
engine turbo,I,engine_turbo,,0.0004080167516523821
replace pressuriser,SI,replace pressuriser,,0.0004064885336788292
replace clamp,SI,replace clamp,,7.249514332012678e-05
float valve,I,float_valve,,0.0004310719231948388
suppression discharge,SI,suppression discharge,,0.00045830233303703936
replace pto,SI,replace pto,,0.0004697997397135519
engine warning,PI,engine warning,,0.00023337008465323345
tooth pin,I,tooth_pin,,0.00025711426347317044
engine air,I,engine_air,,0.00042429634767287953
steel tube,I,steel_tube,,0.0004588902002757844
changeout seat,,,,0.0004799427708001693
leak fitting,PI,leak fitting,,0.00039697900542518466
pump gearbox,I,pump_gearbox,,0.0004975911619090259
roller warranty,I,roller_warranty,,0.00038783577222684925
fault alarm,X,fault alarm,,0.00046339810276431535
loose hyd,PI,loose hyd,,0.0004655123718641538
grease lube,I,grease_lube,,0.0004644828564844116
bay door,I,bay_door,,0.00045962347065000284
emergency stop,,,,0.0005181025854053441
clamp text,I,clamp_text,,0.0005051589970589205
gear box,I,gear_box,,0.00047110303676095773
changeout final,SI,changeout final,,0.00021952838445640137
comm radio,,,,0.00047891532849998633
pump mount,,,,0.00034387844185901107
missing tip,PI,missing tip,,0.0003649898099985968
pto pump,I,pto_pump,,0.0004565191413682374
cylinder pin,I,cylinder_pin,,0.00027406901089848453
engine water,I,engine_water,,0.00034125936240057033
pump gear,I,pump_gear,,0.0004531650667119583
reseal left_hand,SI,reseal left_hand,,0.00045427216388747263
hose slew,I,hose_slew,,0.0003949273678746417
right_hand final,I,right_hand_final,,0.00043929925023928685
damage access,PI,damage access,,0.00035368043456544715
start shd,,,,7.85152827784451e-05
left_hand lip,I,left_hand_lip,,0.0004311031695709891
right_hand fuel,I,right_hand_fuel,,0.0004337881953572673
hyd return,,,,0.0003771284063638884
pump contamination,PI,pump contamination,,0.00035862394760931136
brake releasing,SI,brake releasing,,0.0001952662197061204
pressure sender,I,pressure_sender,,0.0003646361716733455
replace stauff,,,,0.0004198759615182636
slew charge,,,,0.0004352761576900401
com radio,,,,0.0004301077570310543
swing pump,I,swing_pump,,0.0003271023798804933
replace joystick,SI,replace joystick,,0.00035690748778976697
tooth keeper,I,tooth_keeper,,0.00020029319684332857
leak clamp,PI,leak clamp,,0.0004220857612556784
clamp hose,I,clamp_hose,,0.0004195589750559512
slow hyd,PI,slow hyd,,7.129624510717048e-05
link pin,I,link_pin,,0.0004534965374355432
lube working,SI,lube working,,0.00044884866881286014
motor mounting,SI,motor mounting,,0.00041749310707193976
drive box,I,drive_box,,0.0004896988370082598
propel motor,,,,0.0003873456594004869
lube alarm,PI,lube alarm,,0.00035563978088013214
hose engine,I,hose_engine,,0.0002922702547295135
engine cooler,I,engine_cooler,,0.0002692208803052033
bolts missing,PI,bolts missing,,0.000129942496502585
motor seal,I,motor_seal,,0.0003801554028691512
hose text,I,hose_text,,0.00032529769057321363
light coming,,,,0.00041367437751024436
servo lever,I,servo_lever,,0.0004253682891200446
cylinder gland,I,cylinder_gland,,0.00013842683249507554
replace intake,SI,replace intake,,0.0004213283277553233
wash radiator,SI,wash radiator,,0.00041849791358948086
welding repair,SI,welding repair,,0.00023410365730622108
replace servo,SI,replace servo,,0.0003711460255805577
lost lip,PI,lost lip,,0.0004148995169797705
roller broken,PI,roller broken,,0.00041086850883405887
step handrail,I,step_handrail,,7.033633558151747e-05
maintenance light,I,maintenance_light,,0.000302210357430185
new tooth,I,new_tooth,,0.0003005014725518144
filter block,PI,filter block,,0.00028512874904535807
bucket hose,I,bucket_hose,,0.0002784208573096978
warranty left_hand,I,warranty_left_hand,,0.00018899061986927008
cracked left_hand,PI,cracked left_hand,,0.00042912398538473437
wiper blade,I,wiper_blade,,0.00028197198094690086
tooth fallen,PI,tooth fallen,,0.0004056180955084877
shroud pin,I,shroud_pin,,0.00035284523714742004
ring blown,PI,ring blown,,0.00040679394545779725
loose bolts,PI,loose bolts,,0.0002933013707413105
replace belt,SI,replace belt,,0.0003625510586371488
fitting bucket,I,fitting_bucket,,0.00040570010879777113
replace centrifugal,SI,replace centrifugal,,0.00013737375610081001
cooler fan,I,cooler_fan,,0.0004641973654466528
hyd cooler,I,hyd_cooler,,0.0002160436191023289
repair exhaust,SI,repair exhaust,,0.000403029724656304
engine centrifugal,I,engine_centrifugal,,0.00020561086150255878
cracked hyd,PI,cracked hyd,,0.00017483740463802524
engine fuel,I,engine_fuel,,0.0003579945474492553
turbo hose,I,turbo_hose,,0.00039735168306521496
hyd filter,I,hyd_filter,,0.000154428641245146
servo filter,I,servo_filter,,0.0003065022399686076
access ladder,I,access_ladder,,0.00043960759176195216
broken handrail,PI,broken handrail,,0.00040277531169111743
start shovel,,,,0.0004015976883701007
leak near,,,,0.00039182188146189457
temp sender,,,,0.0003926926109836029
engine blowing,PI,engine blowing,,0.0002723169625217888
drive breather,I,drive_breather,,0.000383850073580848
travel alarm,PI,travel alarm,,0.000393716614703941
door glass,I,door_glass,,0.00039594471777306653
bucket creep,PI,bucket creep,,8.206164902990973e-05
drive coupling,I,drive_coupling,,0.0003953997990412945
right_hand turbo,I,right_hand_turbo,,0.0003958815847678709
damage grease,PI,damage grease,,0.00018103744547992768
fuel injector,I,fuel_injector,,0.0003807528601198563
check repair,X,check repair,,0.0004028329528235935
replace extinguisher,SI,replace extinguisher,,0.0002431679034368873
exhaust pipe,I,exhaust_pipe,,0.00029879404502858287
fuel solenoid,I,fuel_solenoid,,0.0002675441274214688
repair emergency,X,repair emergency,,0.00031185586898838574
fabricate fit,SI,fabricate fit,,0.0003766430958860453
cab window,I,cab_window,,0.0003992550832412948
replace crowd,,,,0.00040535114699810583
blown seal,PI,blown seal,,0.0003787804154370026
pump shd,I,pump_shd,,0.00037835581578388687
getting hot,,,,0.0003869493248954985
grease audit,SI,grease audit,,0.0003168172419193569
replace final,SI,replace final,,0.00038279690439526536
left_hand pump,I,left_hand_pump,,0.0003819680115732448
air conditioner,I,air_conditioner,,0.0003053523625411294
windscreen wiper,I,windscreen_wiper,,8.906053079247932e-05
replace bolts,SI,replace bolts,,0.0003857189951809253
replace radio,SI,replace radio,,0.0003768797927422977
changeout boom,SI,changeout boom,,0.0003724243734660734
light staying,,,,0.00014238148366422338
right_hand pto,I,right_hand_pto,,0.0003699624099323668
logic block,PI,logic block,,0.0002487704367406206
air blowing,PI,air blowing,,0.0003783270594094769
changeout idler,SI,changeout idler,,0.00032262399463896176
replace seal,SI,replace seal,,6.0546307538424386e-05
high pressure,,,,0.0003945055002132692
spline cavity,I,spline_cavity,,0.00022892491295699048
tip pin,I,tip_pin,,0.00022201523935992147
repair charge,X,repair charge,,0.0001409101438912383
refit bucket,SI,refit bucket,,0.0003689156685545605
right_hand travel,I,right_hand_travel,,0.00035984434590496543
blown boom,PI,blown boom,,0.0003675823905396973
box oil,I,box_oil,,0.00029954258793475944
line fitting,I,line_fitting,,0.00022734932650704385
grease board,I,grease_board,,0.00035666079323699493
repair access,SI,repair access,,0.00037009253757439817
repair shd,SI,repair shd,,0.0003681389167361351
left_hand air,I,left_hand_air,,0.00035108596827043616
hose seal,I,hose_seal,,0.00023586722236053925
lube leak,PI,lube leak,,0.00036388699490173137
leak final,PI,leak final,,0.0002197561809483185
left_hand turbo,I,left_hand_turbo,,0.0003557146721593064
boom cracked,PI,boom cracked,,0.00036559666340204536
fault line,PI,fault line,,0.000360845334456515
dipstick stick,PI,dipstick stick,,0.00035085139221662214
grease filter,I,grease_filter,,0.0003624247345964404
damage bucket,PI,damage bucket,,0.0002700037938509337
tooth come,,,,0.0003573342450419755
cooler pipe,I,cooler_pipe,,0.0003596477245657663
right_hand fan,I,right_hand_fan,,0.0003579148521374292
repair fault,X,repair fault,,0.00023793832519317798
pin walking,,,,0.00020242760177848696
mount bolts,,,,0.00024488322104630674
carrier roller,I,carrier_roller,,0.0001932634105817419
inner final,I,inner_final,,0.00036155650254924665
replace battery,SI,replace battery,,0.00011896916259658899
lube malfunction,PI,lube malfunction,,0.00035690748778976697
repair air_conditioning,SI,repair air_conditioning,,0.000344233268434429
blown turbo,PI,blown turbo,,0.0003362974855221484
replace cooler,SI,replace cooler,,0.00035563303478213003
turbo drain,I,turbo_drain,,0.00035513738951658484
fuel pump,I,fuel_pump,,0.000388468065706925
boom foot,I,boom_foot,,0.0003521693189335523
grease alarm,PI,grease alarm,,0.00035270478510102544
bucket lip,I,bucket_lip,,0.0003654100481844583
clamp missing,PI,clamp missing,,0.0002771391920028349
bcs screen,I,bcs_screen,,0.0003492443721987125
alarm fault,X,alarm fault,,0.0003120216010543893
leak main,,,,0.00017092441555854114
boom walkway,I,boom_walkway,,0.0003417098269838272
left_hand right_hand,I,left_hand_right_hand,,0.00035603108108402744
replace compressor,SI,replace compressor,,0.0003579473056043924
roller right_hand,I,roller_right_hand,,0.00027015888378238164
hand boom,I,hand_boom,,0.00034297667212953106
replace control,SI,replace control,,0.0003475999364363297
shroud shd,I,shroud_shd,,0.00027211668628825657
ros pump,I,ros_pump,,0.00034400377799187313
replace fitting,SI,replace fitting,,0.00026721695962477675
left_hand servo,I,left_hand_servo,,0.00033895080911398645
track tensioner,I,track_tensioner,,0.0002793019534965231
ring slew,I,ring_slew,,0.000379087681494901
low coolant,,,,0.0003439657195384851
reseal slew,SI,reseal slew,,0.0003273460727760395
directional control,I,directional_control,,0.00024258132058271601
exhaust deflector,I,exhaust_deflector,,0.0002565069038580282
mounting ring,SI,mounting ring,,0.00029071001199727347
